Year,Period,Week Ending,State,State ANSI,Watershed,Data Item,Value,CV (%)
2015,MARKETING YEAR,NA,ARKANSAS,5,NA,INVENTORY,24000,NA
2015,MARKETING YEAR,NA,CALIFORNIA,6,NA,INVENTORY,275000,NA
2015,MARKETING YEAR,NA,COLORADO,8,NA,INVENTORY,29000,NA
2015,MARKETING YEAR,NA,FLORIDA,12,NA,INVENTORY,220000,NA
2015,MARKETING YEAR,NA,GEORGIA,13,NA,INVENTORY,69000,NA
2015,MARKETING YEAR,NA,HAWAII,15,NA,INVENTORY,14000,NA
2015,MARKETING YEAR,NA,IDAHO,16,NA,INVENTORY,89000,NA
2015,MARKETING YEAR,NA,ILLINOIS,17,NA,INVENTORY,8000,NA
2015,MARKETING YEAR,NA,INDIANA,18,NA,INVENTORY,6000,NA
2015,MARKETING YEAR,NA,IOWA,19,NA,INVENTORY,36000,NA
2015,MARKETING YEAR,NA,KANSAS,20,NA,INVENTORY,8000,NA
2015,MARKETING YEAR,NA,KENTUCKY,21,NA,INVENTORY,5000,NA
2015,MARKETING YEAR,NA,LOUISIANA,22,NA,INVENTORY,44000,NA
2015,MARKETING YEAR,NA,MAINE,23,NA,INVENTORY,10000,NA
2015,MARKETING YEAR,NA,MICHIGAN,26,NA,INVENTORY,90000,NA
2015,MARKETING YEAR,NA,MINNESOTA,27,NA,INVENTORY,122000,NA
2015,MARKETING YEAR,NA,MISSISSIPPI,28,NA,INVENTORY,15000,NA
2015,MARKETING YEAR,NA,MISSOURI,29,NA,INVENTORY,10000,NA
2015,MARKETING YEAR,NA,MONTANA,30,NA,INVENTORY,146000,NA
2015,MARKETING YEAR,NA,NEBRASKA,31,NA,INVENTORY,57000,NA
2015,MARKETING YEAR,NA,NEW JERSEY,34,NA,INVENTORY,12000,NA
2015,MARKETING YEAR,NA,NEW YORK,36,NA,INVENTORY,58000,NA
2015,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,INVENTORY,12000,NA
2015,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,INVENTORY,490000,NA
2015,MARKETING YEAR,NA,OHIO,39,NA,INVENTORY,17000,NA
2015,MARKETING YEAR,NA,OREGON,41,NA,INVENTORY,71000,NA
2015,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,INVENTORY,17000,NA
2015,MARKETING YEAR,NA,SOUTH CAROLINA,45,NA,INVENTORY,14000,NA
2015,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,INVENTORY,290000,NA
2015,MARKETING YEAR,NA,TENNESSEE,47,NA,INVENTORY,7000,NA
2015,MARKETING YEAR,NA,TEXAS,48,NA,INVENTORY,126000,NA
2015,MARKETING YEAR,NA,UTAH,49,NA,INVENTORY,27000,NA
2015,MARKETING YEAR,NA,VERMONT,50,NA,INVENTORY,5000,NA
2015,MARKETING YEAR,NA,VIRGINIA,51,NA,INVENTORY,6000,NA
2015,MARKETING YEAR,NA,WASHINGTON,53,NA,INVENTORY,73000,NA
2015,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,INVENTORY,5000,NA
2015,MARKETING YEAR,NA,WISCONSIN,55,NA,INVENTORY,52000,NA
2015,MARKETING YEAR,NA,WYOMING,56,NA,INVENTORY,38000,NA
2015,FIRST OF JAN,NA,ALABAMA,1,NA,INVENTORY,7000,NA
2015,FIRST OF JAN,NA,ARIZONA,4,NA,INVENTORY,35000,NA
2015,FIRST OF JAN,NA,ARKANSAS,5,NA,INVENTORY,13000,NA
2015,FIRST OF JAN,NA,CALIFORNIA,6,NA,INVENTORY,1440000,NA
2015,FIRST OF JAN,NA,COLORADO,8,NA,INVENTORY,3500,NA
2015,FIRST OF JAN,NA,CONNECTICUT,9,NA,INVENTORY,3900,NA
2015,FIRST OF JAN,NA,FLORIDA,12,NA,INVENTORY,305000,NA
2015,FIRST OF JAN,NA,GEORGIA,13,NA,INVENTORY,104000,NA
2015,FIRST OF JAN,NA,HAWAII,15,NA,INVENTORY,10500,NA
2015,FIRST OF JAN,NA,IDAHO,16,NA,INVENTORY,81000,NA
2015,FIRST OF JAN,NA,ILLINOIS,17,NA,INVENTORY,6000,NA
2015,FIRST OF JAN,NA,INDIANA,18,NA,INVENTORY,9000,NA
2015,FIRST OF JAN,NA,IOWA,19,NA,INVENTORY,12500,NA
2015,FIRST OF JAN,NA,KANSAS,20,NA,INVENTORY,4600,NA
2015,FIRST OF JAN,NA,KENTUCKY,21,NA,INVENTORY,7500,NA
2015,FIRST OF JAN,NA,LOUISIANA,22,NA,INVENTORY,51000,NA
2015,FIRST OF JAN,NA,MAINE,23,NA,INVENTORY,3100,NA
2015,FIRST OF JAN,NA,MARYLAND,24,NA,INVENTORY,7500,NA
2015,FIRST OF JAN,NA,MASSACHUSETTS,25,NA,INVENTORY,2900,NA
2015,FIRST OF JAN,NA,MICHIGAN,26,NA,INVENTORY,16500,NA
2015,FIRST OF JAN,NA,MINNESOTA,27,NA,INVENTORY,28000,NA
2015,FIRST OF JAN,NA,MISSISSIPPI,28,NA,INVENTORY,34000,NA
2015,FIRST OF JAN,NA,MISSOURI,29,NA,INVENTORY,12000,NA
2015,FIRST OF JAN,NA,MONTANA,30,NA,INVENTORY,8500,NA
2015,FIRST OF JAN,NA,NEBRASKA,31,NA,INVENTORY,10000,NA
2015,FIRST OF JAN,NA,NEW JERSEY,34,NA,INVENTORY,6000,NA
2015,FIRST OF JAN,NA,NEW MEXICO,35,NA,INVENTORY,7000,NA
2015,FIRST OF JAN,NA,NEW YORK,36,NA,INVENTORY,27000,NA
2015,FIRST OF JAN,NA,NORTH CAROLINA,37,NA,INVENTORY,24000,NA
2015,FIRST OF JAN,NA,NORTH DAKOTA,38,NA,INVENTORY,57000,NA
2015,FIRST OF JAN,NA,OHIO,39,NA,INVENTORY,18000,NA
2015,FIRST OF JAN,NA,OKLAHOMA,40,NA,INVENTORY,9500,NA
2015,FIRST OF JAN,NA,OREGON,41,NA,INVENTORY,77000,NA
2015,FIRST OF JAN,NA,PENNSYLVANIA,42,NA,INVENTORY,14000,NA
2015,FIRST OF JAN,NA,SOUTH CAROLINA,45,NA,INVENTORY,17000,NA
2015,FIRST OF JAN,NA,SOUTH DAKOTA,46,NA,INVENTORY,50000,NA
2015,FIRST OF JAN,NA,TENNESSEE,47,NA,INVENTORY,9500,NA
2015,FIRST OF JAN,NA,TEXAS,48,NA,INVENTORY,191000,NA
2015,FIRST OF JAN,NA,UTAH,49,NA,INVENTORY,6000,NA
2015,FIRST OF JAN,NA,VERMONT,50,NA,INVENTORY,5500,NA
2015,FIRST OF JAN,NA,VIRGINIA,51,NA,INVENTORY,8000,NA
2015,FIRST OF JAN,NA,WASHINGTON,53,NA,INVENTORY,52000,NA
2015,FIRST OF JAN,NA,WEST VIRGINIA,54,NA,INVENTORY,4700,NA
2015,FIRST OF JAN,NA,WISCONSIN,55,NA,INVENTORY,16500,NA
2015,FIRST OF JAN,NA,WYOMING,56,NA,INVENTORY,5500,NA
2015,FIRST OF APR,NA,ALABAMA,1,NA,INVENTORY,7500,NA
2015,FIRST OF APR,NA,ARIZONA,4,NA,INVENTORY,33000,NA
2015,FIRST OF APR,NA,ARKANSAS,5,NA,INVENTORY,13500,NA
2015,FIRST OF APR,NA,CALIFORNIA,6,NA,INVENTORY,1040000,NA
2015,FIRST OF APR,NA,COLORADO,8,NA,INVENTORY,12000,NA
2015,FIRST OF APR,NA,CONNECTICUT,9,NA,INVENTORY,3000,NA
2015,FIRST OF APR,NA,FLORIDA,12,NA,INVENTORY,210000,NA
2015,FIRST OF APR,NA,GEORGIA,13,NA,INVENTORY,114000,NA
2015,FIRST OF APR,NA,HAWAII,15,NA,INVENTORY,13500,NA
2015,FIRST OF APR,NA,IDAHO,16,NA,INVENTORY,62000,NA
2015,FIRST OF APR,NA,ILLINOIS,17,NA,INVENTORY,9500,NA
2015,FIRST OF APR,NA,INDIANA,18,NA,INVENTORY,8000,NA
2015,FIRST OF APR,NA,IOWA,19,NA,INVENTORY,12500,NA
2015,FIRST OF APR,NA,KANSAS,20,NA,INVENTORY,6000,NA
2015,FIRST OF APR,NA,KENTUCKY,21,NA,INVENTORY,7500,NA
2015,FIRST OF APR,NA,LOUISIANA,22,NA,INVENTORY,44000,NA
2015,FIRST OF APR,NA,MAINE,23,NA,INVENTORY,4600,NA
2015,FIRST OF APR,NA,MARYLAND,24,NA,INVENTORY,8000,NA
2015,FIRST OF APR,NA,MASSACHUSETTS,25,NA,INVENTORY,4100,NA
2015,FIRST OF APR,NA,MICHIGAN,26,NA,INVENTORY,58000,NA
2015,FIRST OF APR,NA,MINNESOTA,27,NA,INVENTORY,71000,NA
2015,FIRST OF APR,NA,MISSISSIPPI,28,NA,INVENTORY,89000,NA
2015,FIRST OF APR,NA,MISSOURI,29,NA,INVENTORY,11500,NA
2015,FIRST OF APR,NA,MONTANA,30,NA,INVENTORY,36000,NA
2015,FIRST OF APR,NA,NEBRASKA,31,NA,INVENTORY,29000,NA
2015,FIRST OF APR,NA,NEW JERSEY,34,NA,INVENTORY,8500,NA
2015,FIRST OF APR,NA,NEW MEXICO,35,NA,INVENTORY,6500,NA
2015,FIRST OF APR,NA,NEW YORK,36,NA,INVENTORY,24000,NA
2015,FIRST OF APR,NA,NORTH CAROLINA,37,NA,INVENTORY,19500,NA
2015,FIRST OF APR,NA,NORTH DAKOTA,38,NA,INVENTORY,121000,NA
2015,FIRST OF APR,NA,OHIO,39,NA,INVENTORY,17500,NA
2015,FIRST OF APR,NA,OKLAHOMA,40,NA,INVENTORY,25000,NA
2015,FIRST OF APR,NA,OREGON,41,NA,INVENTORY,82000,NA
2015,FIRST OF APR,NA,PENNSYLVANIA,42,NA,INVENTORY,15500,NA
2015,FIRST OF APR,NA,SOUTH CAROLINA,45,NA,INVENTORY,17500,NA
2015,FIRST OF APR,NA,SOUTH DAKOTA,46,NA,INVENTORY,1.00E+05,NA
2015,FIRST OF APR,NA,TENNESSEE,47,NA,INVENTORY,7500,NA
2015,FIRST OF APR,NA,TEXAS,48,NA,INVENTORY,305000,NA
2015,FIRST OF APR,NA,UTAH,49,NA,INVENTORY,24000,NA
2015,FIRST OF APR,NA,VERMONT,50,NA,INVENTORY,6000,NA
2015,FIRST OF APR,NA,VIRGINIA,51,NA,INVENTORY,7500,NA
2015,FIRST OF APR,NA,WASHINGTON,53,NA,INVENTORY,105000,NA
2015,FIRST OF APR,NA,WEST VIRGINIA,54,NA,INVENTORY,4700,NA
2015,FIRST OF APR,NA,WISCONSIN,55,NA,INVENTORY,25000,NA
2015,FIRST OF APR,NA,WYOMING,56,NA,INVENTORY,12000,NA
2015,FIRST OF JUL,NA,ALABAMA,1,NA,INVENTORY,8500,NA
2015,FIRST OF JUL,NA,ARIZONA,4,NA,INVENTORY,40000,NA
2015,FIRST OF JUL,NA,ARKANSAS,5,NA,INVENTORY,23000,NA
2015,FIRST OF JUL,NA,CALIFORNIA,6,NA,INVENTORY,730000,NA
2015,FIRST OF JUL,NA,COLORADO,8,NA,INVENTORY,29000,NA
2015,FIRST OF JUL,NA,CONNECTICUT,9,NA,INVENTORY,3700,NA
2015,FIRST OF JUL,NA,FLORIDA,12,NA,INVENTORY,164000,NA
2015,FIRST OF JUL,NA,GEORGIA,13,NA,INVENTORY,108000,NA
2015,FIRST OF JUL,NA,HAWAII,15,NA,INVENTORY,14500,NA
2015,FIRST OF JUL,NA,IDAHO,16,NA,INVENTORY,80000,NA
2015,FIRST OF JUL,NA,ILLINOIS,17,NA,INVENTORY,14000,NA
2015,FIRST OF JUL,NA,INDIANA,18,NA,INVENTORY,15000,NA
2015,FIRST OF JUL,NA,IOWA,19,NA,INVENTORY,29000,NA
2015,FIRST OF JUL,NA,KANSAS,20,NA,INVENTORY,9000,NA
2015,FIRST OF JUL,NA,KENTUCKY,21,NA,INVENTORY,10000,NA
2015,FIRST OF JUL,NA,LOUISIANA,22,NA,INVENTORY,50000,NA
2015,FIRST OF JUL,NA,MAINE,23,NA,INVENTORY,6000,NA
2015,FIRST OF JUL,NA,MARYLAND,24,NA,INVENTORY,7000,NA
2015,FIRST OF JUL,NA,MASSACHUSETTS,25,NA,INVENTORY,7500,NA
2015,FIRST OF JUL,NA,MICHIGAN,26,NA,INVENTORY,89000,NA
2015,FIRST OF JUL,NA,MINNESOTA,27,NA,INVENTORY,133000,NA
2015,FIRST OF JUL,NA,MISSISSIPPI,28,NA,INVENTORY,23000,NA
2015,FIRST OF JUL,NA,MISSOURI,29,NA,INVENTORY,14000,NA
2015,FIRST OF JUL,NA,MONTANA,30,NA,INVENTORY,140000,NA
2015,FIRST OF JUL,NA,NEBRASKA,31,NA,INVENTORY,67000,NA
2015,FIRST OF JUL,NA,NEW JERSEY,34,NA,INVENTORY,18500,NA
2015,FIRST OF JUL,NA,NEW MEXICO,35,NA,INVENTORY,6500,NA
2015,FIRST OF JUL,NA,NEW YORK,36,NA,INVENTORY,44000,NA
2015,FIRST OF JUL,NA,NORTH CAROLINA,37,NA,INVENTORY,24000,NA
2015,FIRST OF JUL,NA,NORTH DAKOTA,38,NA,INVENTORY,460000,NA
2015,FIRST OF JUL,NA,OHIO,39,NA,INVENTORY,23000,NA
2015,FIRST OF JUL,NA,OKLAHOMA,40,NA,INVENTORY,19500,NA
2015,FIRST OF JUL,NA,OREGON,41,NA,INVENTORY,68000,NA
2015,FIRST OF JUL,NA,PENNSYLVANIA,42,NA,INVENTORY,25000,NA
2015,FIRST OF JUL,NA,SOUTH CAROLINA,45,NA,INVENTORY,12000,NA
2015,FIRST OF JUL,NA,SOUTH DAKOTA,46,NA,INVENTORY,295000,NA
2015,FIRST OF JUL,NA,TENNESSEE,47,NA,INVENTORY,10000,NA
2015,FIRST OF JUL,NA,TEXAS,48,NA,INVENTORY,76000,NA
2015,FIRST OF JUL,NA,UTAH,49,NA,INVENTORY,31000,NA
2015,FIRST OF JUL,NA,VERMONT,50,NA,INVENTORY,6000,NA
2015,FIRST OF JUL,NA,VIRGINIA,51,NA,INVENTORY,8000,NA
2015,FIRST OF JUL,NA,WASHINGTON,53,NA,INVENTORY,84000,NA
2015,FIRST OF JUL,NA,WEST VIRGINIA,54,NA,INVENTORY,7000,NA
2015,FIRST OF JUL,NA,WISCONSIN,55,NA,INVENTORY,60000,NA
2015,FIRST OF JUL,NA,WYOMING,56,NA,INVENTORY,29000,NA
2015,FIRST OF OCT,NA,ALABAMA,1,NA,INVENTORY,8000,NA
2015,FIRST OF OCT,NA,ARIZONA,4,NA,INVENTORY,36000,NA
2015,FIRST OF OCT,NA,ARKANSAS,5,NA,INVENTORY,23000,NA
2015,FIRST OF OCT,NA,CALIFORNIA,6,NA,INVENTORY,750000,NA
2015,FIRST OF OCT,NA,COLORADO,8,NA,INVENTORY,24000,NA
2015,FIRST OF OCT,NA,CONNECTICUT,9,NA,INVENTORY,3200,NA
2015,FIRST OF OCT,NA,FLORIDA,12,NA,INVENTORY,220000,NA
2015,FIRST OF OCT,NA,GEORGIA,13,NA,INVENTORY,110000,NA
2015,FIRST OF OCT,NA,HAWAII,15,NA,INVENTORY,13000,NA
2015,FIRST OF OCT,NA,IDAHO,16,NA,INVENTORY,121000,NA
2015,FIRST OF OCT,NA,ILLINOIS,17,NA,INVENTORY,14000,NA
2015,FIRST OF OCT,NA,INDIANA,18,NA,INVENTORY,11500,NA
2015,FIRST OF OCT,NA,IOWA,19,NA,INVENTORY,35000,NA
2015,FIRST OF OCT,NA,KANSAS,20,NA,INVENTORY,8500,NA
2015,FIRST OF OCT,NA,KENTUCKY,21,NA,INVENTORY,8500,NA
2015,FIRST OF OCT,NA,LOUISIANA,22,NA,INVENTORY,55000,NA
2015,FIRST OF OCT,NA,MAINE,23,NA,INVENTORY,4700,NA
2015,FIRST OF OCT,NA,MARYLAND,24,NA,INVENTORY,7500,NA
2015,FIRST OF OCT,NA,MASSACHUSETTS,25,NA,INVENTORY,4500,NA
2015,FIRST OF OCT,NA,MICHIGAN,26,NA,INVENTORY,67000,NA
2015,FIRST OF OCT,NA,MINNESOTA,27,NA,INVENTORY,104000,NA
2015,FIRST OF OCT,NA,MISSISSIPPI,28,NA,INVENTORY,31000,NA
2015,FIRST OF OCT,NA,MISSOURI,29,NA,INVENTORY,13500,NA
2015,FIRST OF OCT,NA,MONTANA,30,NA,INVENTORY,116000,NA
2015,FIRST OF OCT,NA,NEBRASKA,31,NA,INVENTORY,72000,NA
2015,FIRST OF OCT,NA,NEW JERSEY,34,NA,INVENTORY,8000,NA
2015,FIRST OF OCT,NA,NEW MEXICO,35,NA,INVENTORY,6000,NA
2015,FIRST OF OCT,NA,NEW YORK,36,NA,INVENTORY,45000,NA
2015,FIRST OF OCT,NA,NORTH CAROLINA,37,NA,INVENTORY,22000,NA
2015,FIRST OF OCT,NA,NORTH DAKOTA,38,NA,INVENTORY,230000,NA
2015,FIRST OF OCT,NA,OHIO,39,NA,INVENTORY,19000,NA
2015,FIRST OF OCT,NA,OKLAHOMA,40,NA,INVENTORY,5000,NA
2015,FIRST OF OCT,NA,OREGON,41,NA,INVENTORY,1.00E+05,NA
2015,FIRST OF OCT,NA,PENNSYLVANIA,42,NA,INVENTORY,22000,NA
2015,FIRST OF OCT,NA,SOUTH CAROLINA,45,NA,INVENTORY,10000,NA
2015,FIRST OF OCT,NA,SOUTH DAKOTA,46,NA,INVENTORY,194000,NA
2015,FIRST OF OCT,NA,TENNESSEE,47,NA,INVENTORY,8500,NA
2015,FIRST OF OCT,NA,TEXAS,48,NA,INVENTORY,125000,NA
2015,FIRST OF OCT,NA,UTAH,49,NA,INVENTORY,28000,NA
2015,FIRST OF OCT,NA,VERMONT,50,NA,INVENTORY,6500,NA
2015,FIRST OF OCT,NA,VIRGINIA,51,NA,INVENTORY,7500,NA
2015,FIRST OF OCT,NA,WASHINGTON,53,NA,INVENTORY,87000,NA
2015,FIRST OF OCT,NA,WEST VIRGINIA,54,NA,INVENTORY,7000,NA
2015,FIRST OF OCT,NA,WISCONSIN,55,NA,INVENTORY,48000,NA
2015,FIRST OF OCT,NA,WYOMING,56,NA,INVENTORY,24000,NA
2014,MARKETING YEAR,NA,ALABAMA,1,NA,INVENTORY,7000,NA
2014,MARKETING YEAR,NA,ARIZONA,4,NA,INVENTORY,26000,NA
2014,MARKETING YEAR,NA,ARKANSAS,5,NA,INVENTORY,21000,NA
2014,MARKETING YEAR,NA,CALIFORNIA,6,NA,INVENTORY,320000,NA
2014,MARKETING YEAR,NA,COLORADO,8,NA,INVENTORY,27000,NA
2014,MARKETING YEAR,NA,FLORIDA,12,NA,INVENTORY,245000,NA
2014,MARKETING YEAR,NA,GEORGIA,13,NA,INVENTORY,73000,NA
2014,MARKETING YEAR,NA,HAWAII,15,NA,INVENTORY,15000,NA
2014,MARKETING YEAR,NA,IDAHO,16,NA,INVENTORY,1.00E+05,NA
2014,MARKETING YEAR,NA,ILLINOIS,17,NA,INVENTORY,8000,NA
2014,MARKETING YEAR,NA,INDIANA,18,NA,INVENTORY,5000,NA
2014,MARKETING YEAR,NA,IOWA,19,NA,INVENTORY,35000,NA
2014,MARKETING YEAR,NA,KANSAS,20,NA,INVENTORY,7000,NA
2014,MARKETING YEAR,NA,KENTUCKY,21,NA,INVENTORY,5000,NA
2014,MARKETING YEAR,NA,LOUISIANA,22,NA,INVENTORY,48000,NA
2014,MARKETING YEAR,NA,MAINE,23,NA,INVENTORY,8000,NA
2014,MARKETING YEAR,NA,MICHIGAN,26,NA,INVENTORY,91000,NA
2014,MARKETING YEAR,NA,MINNESOTA,27,NA,INVENTORY,132000,NA
2014,MARKETING YEAR,NA,MISSISSIPPI,28,NA,INVENTORY,20000,NA
2014,MARKETING YEAR,NA,MISSOURI,29,NA,INVENTORY,12000,NA
2014,MARKETING YEAR,NA,MONTANA,30,NA,INVENTORY,162000,NA
2014,MARKETING YEAR,NA,NEBRASKA,31,NA,INVENTORY,50000,NA
2014,MARKETING YEAR,NA,NEW JERSEY,34,NA,INVENTORY,12000,NA
2014,MARKETING YEAR,NA,NEW YORK,36,NA,INVENTORY,60000,NA
2014,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,INVENTORY,12000,NA
2014,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,INVENTORY,490000,NA
2014,MARKETING YEAR,NA,OHIO,39,NA,INVENTORY,15000,NA
2014,MARKETING YEAR,NA,OREGON,41,NA,INVENTORY,71000,NA
2014,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,INVENTORY,17000,NA
2014,MARKETING YEAR,NA,SOUTH CAROLINA,45,NA,INVENTORY,9000,NA
2014,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,INVENTORY,280000,NA
2014,MARKETING YEAR,NA,TENNESSEE,47,NA,INVENTORY,7000,NA
2014,MARKETING YEAR,NA,TEXAS,48,NA,INVENTORY,116000,NA
2014,MARKETING YEAR,NA,UTAH,49,NA,INVENTORY,29000,NA
2014,MARKETING YEAR,NA,VERMONT,50,NA,INVENTORY,3000,NA
2014,MARKETING YEAR,NA,VIRGINIA,51,NA,INVENTORY,6000,NA
2014,MARKETING YEAR,NA,WASHINGTON,53,NA,INVENTORY,68000,NA
2014,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,INVENTORY,6000,NA
2014,MARKETING YEAR,NA,WISCONSIN,55,NA,INVENTORY,53000,NA
2014,MARKETING YEAR,NA,WYOMING,56,NA,INVENTORY,38000,NA
2013,MARKETING YEAR,NA,ALABAMA,1,NA,INVENTORY,7000,NA
2013,MARKETING YEAR,NA,ARIZONA,4,NA,INVENTORY,29000,NA
2013,MARKETING YEAR,NA,ARKANSAS,5,NA,INVENTORY,22000,NA
2013,MARKETING YEAR,NA,CALIFORNIA,6,NA,INVENTORY,330000,NA
2013,MARKETING YEAR,NA,COLORADO,8,NA,INVENTORY,26000,NA
2013,MARKETING YEAR,NA,FLORIDA,12,NA,INVENTORY,220000,NA
2013,MARKETING YEAR,NA,GEORGIA,13,NA,INVENTORY,67000,NA
2013,MARKETING YEAR,NA,HAWAII,15,NA,INVENTORY,13000,NA
2013,MARKETING YEAR,NA,IDAHO,16,NA,INVENTORY,83000,NA
2013,MARKETING YEAR,NA,ILLINOIS,17,NA,INVENTORY,7000,NA
2013,MARKETING YEAR,NA,INDIANA,18,NA,INVENTORY,6000,NA
2013,MARKETING YEAR,NA,IOWA,19,NA,INVENTORY,39000,NA
2013,MARKETING YEAR,NA,KANSAS,20,NA,INVENTORY,6000,NA
2013,MARKETING YEAR,NA,KENTUCKY,21,NA,INVENTORY,3000,NA
2013,MARKETING YEAR,NA,LOUISIANA,22,NA,INVENTORY,50000,NA
2013,MARKETING YEAR,NA,MAINE,23,NA,INVENTORY,7000,NA
2013,MARKETING YEAR,NA,MICHIGAN,26,NA,INVENTORY,85000,NA
2013,MARKETING YEAR,NA,MINNESOTA,27,NA,INVENTORY,130000,NA
2013,MARKETING YEAR,NA,MISSISSIPPI,28,NA,INVENTORY,17000,NA
2013,MARKETING YEAR,NA,MISSOURI,29,NA,INVENTORY,10000,NA
2013,MARKETING YEAR,NA,MONTANA,30,NA,INVENTORY,159000,NA
2013,MARKETING YEAR,NA,NEBRASKA,31,NA,INVENTORY,46000,NA
2013,MARKETING YEAR,NA,NEW JERSEY,34,NA,INVENTORY,11000,NA
2013,MARKETING YEAR,NA,NEW YORK,36,NA,INVENTORY,55000,NA
2013,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,INVENTORY,10000,NA
2013,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,INVENTORY,480000,NA
2013,MARKETING YEAR,NA,OHIO,39,NA,INVENTORY,17000,NA
2013,MARKETING YEAR,NA,OREGON,41,NA,INVENTORY,62000,NA
2013,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,INVENTORY,13000,NA
2013,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,INVENTORY,265000,NA
2013,MARKETING YEAR,NA,TENNESSEE,47,NA,INVENTORY,7000,NA
2013,MARKETING YEAR,NA,TEXAS,48,NA,INVENTORY,106000,NA
2013,MARKETING YEAR,NA,UTAH,49,NA,INVENTORY,30000,NA
2013,MARKETING YEAR,NA,VERMONT,50,NA,INVENTORY,3000,NA
2013,MARKETING YEAR,NA,VIRGINIA,51,NA,INVENTORY,5000,NA
2013,MARKETING YEAR,NA,WASHINGTON,53,NA,INVENTORY,69000,NA
2013,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,INVENTORY,6000,NA
2013,MARKETING YEAR,NA,WISCONSIN,55,NA,INVENTORY,59000,NA
2013,MARKETING YEAR,NA,WYOMING,56,NA,INVENTORY,47000,NA
2012,MARKETING YEAR,NA,ALABAMA,1,NA,INVENTORY,8000,NA
2012,MARKETING YEAR,NA,ARIZONA,4,NA,INVENTORY,22000,NA
2012,MARKETING YEAR,NA,ARKANSAS,5,NA,INVENTORY,25000,NA
2012,MARKETING YEAR,NA,CALIFORNIA,6,NA,INVENTORY,330000,NA
2012,MARKETING YEAR,NA,COLORADO,8,NA,INVENTORY,25000,NA
2012,MARKETING YEAR,NA,FLORIDA,12,NA,INVENTORY,193000,NA
2012,MARKETING YEAR,NA,GEORGIA,13,NA,INVENTORY,59000,NA
2012,MARKETING YEAR,NA,HAWAII,15,NA,INVENTORY,10000,NA
2012,MARKETING YEAR,NA,IDAHO,16,NA,INVENTORY,92000,NA
2012,MARKETING YEAR,NA,ILLINOIS,17,NA,INVENTORY,7000,NA
2012,MARKETING YEAR,NA,INDIANA,18,NA,INVENTORY,8000,NA
2012,MARKETING YEAR,NA,IOWA,19,NA,INVENTORY,37000,NA
2012,MARKETING YEAR,NA,KANSAS,20,NA,INVENTORY,6000,NA
2012,MARKETING YEAR,NA,KENTUCKY,21,NA,INVENTORY,5000,NA
2012,MARKETING YEAR,NA,LOUISIANA,22,NA,INVENTORY,41000,NA
2012,MARKETING YEAR,NA,MAINE,23,NA,INVENTORY,4000,NA
2012,MARKETING YEAR,NA,MICHIGAN,26,NA,INVENTORY,73000,NA
2012,MARKETING YEAR,NA,MINNESOTA,27,NA,INVENTORY,125000,NA
2012,MARKETING YEAR,NA,MISSISSIPPI,28,NA,INVENTORY,18000,NA
2012,MARKETING YEAR,NA,MISSOURI,29,NA,INVENTORY,7000,NA
2012,MARKETING YEAR,NA,MONTANA,30,NA,INVENTORY,145000,NA
2012,MARKETING YEAR,NA,NEBRASKA,31,NA,INVENTORY,43000,NA
2012,MARKETING YEAR,NA,NEW JERSEY,34,NA,INVENTORY,14000,NA
2012,MARKETING YEAR,NA,NEW MEXICO,35,NA,INVENTORY,5000,NA
2012,MARKETING YEAR,NA,NEW YORK,36,NA,INVENTORY,51000,NA
2012,MARKETING YEAR,NA,NORTH CAROLINA,37,NA,INVENTORY,13000,NA
2012,MARKETING YEAR,NA,NORTH DAKOTA,38,NA,INVENTORY,480000,NA
2012,MARKETING YEAR,NA,OHIO,39,NA,INVENTORY,18000,NA
2012,MARKETING YEAR,NA,OREGON,41,NA,INVENTORY,60000,NA
2012,MARKETING YEAR,NA,PENNSYLVANIA,42,NA,INVENTORY,16000,NA
2012,MARKETING YEAR,NA,SOUTH DAKOTA,46,NA,INVENTORY,260000,NA
2012,MARKETING YEAR,NA,TENNESSEE,47,NA,INVENTORY,6000,NA
2012,MARKETING YEAR,NA,TEXAS,48,NA,INVENTORY,92000,NA
2012,MARKETING YEAR,NA,UTAH,49,NA,INVENTORY,25000,NA
2012,MARKETING YEAR,NA,VERMONT,50,NA,INVENTORY,4000,NA
2012,MARKETING YEAR,NA,VIRGINIA,51,NA,INVENTORY,4000,NA
2012,MARKETING YEAR,NA,WASHINGTON,53,NA,INVENTORY,62000,NA
2012,MARKETING YEAR,NA,WEST VIRGINIA,54,NA,INVENTORY,6000,NA
